Project Name,Transacted Price ($),Area (SQFT),Street Name,Type of Sale,Type of Area,Property Type,Number of Units,Postal District,Market Segment,Data_Source,Year,Month,start_floor,end_floor,is_freehold,lease_duration_years,lease_commencement_year,remaining_lease_years,lease_age_at_sale,lease_maturity_ratio,lease_category_encoded,is_peak_season,is_november,quarter,month_sin,month_cos
RIVERFRONT RESIDENCES,870000.0,516.67,HOUGANG AVENUE 7,Sub Sale,Strata,Apartment,1.0,19.0,Outside Central Region,train,23,12,6,10,0,99,2018,94,5,0.050505050505050504,1,0,0,4,-2.4492935982947064e-16,1.0
FORETT@BUKIT TIMAH,1422000.0,742.72,TOH TUCK ROAD,New Sale,Strata,Apartment,1.0,21.0,Rest of Central Region,train,20,11,1,5,1,9999,0,9999,0,0.0,0,1,1,4,-0.5000000000000004,0.8660254037844384
HIGH PARK RESIDENCES,1300000.0,871.88,FERNVALE ROAD,Resale,Strata,Apartment,1.0,28.0,Outside Central Region,train,24,9,21,25,0,99,2014,89,10,0.10101010101010101,1,0,0,3,-1.0,-1.8369701987210297e-16
CAPE ROYALE,4204000.0,1905.23,COVE WAY,Resale,Strata,Condominium,1.0,4.0,Core Central Region,train,23,11,11,15,0,99,2008,84,15,0.15151515151515152,1,1,1,4,-0.5000000000000004,0.8660254037844384
THE MYST,1473000.0,678.13,UPPER BUKIT TIMAH ROAD,New Sale,Strata,Condominium,1.0,23.0,Outside Central Region,train,23,10,11,15,0,99,2023,99,0,0.0,1,1,0,4,-0.8660254037844386,0.5000000000000001
ECO,765000.0,548.96,BEDOK SOUTH AVENUE 3,Resale,Strata,Condominium,1.0,16.0,Outside Central Region,train,22,3,11,15,0,99,2012,89,10,0.10101010101010101,1,0,0,1,1.0,6.123233995736766e-17
PARC BOTANNIA,1153000.0,775.01,FERNVALE STREET,Sub Sale,Strata,Condominium,1.0,28.0,Outside Central Region,train,22,4,1,5,0,99,2016,93,6,0.06060606060606061,1,0,0,2,0.8660254037844387,-0.49999999999999983
THE ARC AT DRAYCOTT,3250000.0,1270.15,DRAYCOTT DRIVE,Resale,Strata,Apartment,1.0,10.0,Core Central Region,train,21,11,16,20,1,9999,0,9999,0,0.0,0,1,1,4,-0.5000000000000004,0.8660254037844384
RIVIERE,3068000.0,1173.28,JIAK KIM STREET,New Sale,Strata,Apartment,1.0,3.0,Rest of Central Region,train,22,6,16,20,0,99,2018,95,4,0.04040404040404041,1,0,0,2,1.2246467991473532e-16,-1.0
THREE THREE ROBIN,3900000.0,1582.31,ROBIN ROAD,Resale,Strata,Apartment,1.0,10.0,Core Central Region,train,23,7,6,10,1,9999,0,9999,0,0.0,0,0,0,3,-0.4999999999999998,-0.8660254037844388
KI RESIDENCES AT BROOKVALE,1791000.0,979.52,BROOKVALE DRIVE,New Sale,Strata,Condominium,1.0,21.0,Outside Central Region,train,21,7,6,10,0,999,1885,863,136,0.13613613613613615,1,0,0,3,-0.4999999999999998,-0.8660254037844388
QUEENS PEAK,993888.0,441.32,DUNDEE ROAD,Resale,Strata,Condominium,1.0,3.0,Rest of Central Region,train,24,6,21,25,0,99,2015,90,9,0.09090909090909091,1,0,0,2,1.2246467991473532e-16,-1.0
RIVERSOUND RESIDENCE,1260000.0,1162.51,SENGKANG EAST AVENUE,Resale,Strata,Condominium,1.0,19.0,Outside Central Region,train,21,6,6,10,0,99,2011,89,10,0.10101010101010101,1,0,0,2,1.2246467991473532e-16,-1.0
SILVERSEA,3541000.0,1646.89,MARINE PARADE ROAD,Resale,Strata,Condominium,1.0,15.0,Rest of Central Region,train,22,6,16,20,0,99,2007,84,15,0.15151515151515152,1,0,0,2,1.2246467991473532e-16,-1.0
HILLHAVEN,1474470.0,678.13,HILLVIEW RISE,New Sale,Strata,Condominium,1.0,23.0,Outside Central Region,train,24,6,16,20,0,99,2023,98,1,0.010101010101010102,1,0,0,2,1.2246467991473532e-16,-1.0
ONE PEARL BANK,2105000.0,699.66,PEARL BANK,New Sale,Strata,Apartment,1.0,3.0,Rest of Central Region,train,22,12,36,40,0,99,2019,96,3,0.030303030303030304,1,0,0,4,-2.4492935982947064e-16,1.0
THE MEYERISE,2628000.0,1280.92,MEYER ROAD,Resale,Strata,Condominium,1.0,15.0,Rest of Central Region,train,21,2,11,15,1,9999,0,9999,0,0.0,0,0,0,1,0.8660254037844386,0.5000000000000001
LENTOR MODERN,2228000.0,1130.22,LENTOR CENTRAL,New Sale,Strata,Apartment,1.0,26.0,Outside Central Region,train,23,11,1,5,0,99,2021,97,2,0.020202020202020204,1,1,1,4,-0.5000000000000004,0.8660254037844384
RIVER PLACE,1300000.0,785.77,HAVELOCK ROAD,Resale,Strata,Condominium,1.0,3.0,Rest of Central Region,train,22,12,6,10,0,99,1995,72,27,0.2727272727272727,2,0,0,4,-2.4492935982947064e-16,1.0
PERFECT TEN,2536500.0,796.54,BUKIT TIMAH ROAD,New Sale,Strata,Apartment,1.0,10.0,Core Central Region,train,23,2,16,20,1,9999,0,9999,0,0.0,0,0,0,1,0.8660254037844386,0.5000000000000001
TREASURE AT TAMPINES,971000.0,678.13,TAMPINES LANE,New Sale,Strata,Condominium,1.0,18.0,Outside Central Region,train,20,11,6,10,0,99,2018,97,2,0.020202020202020204,1,1,1,4,-0.5000000000000004,0.8660254037844384
KEMBANGAN COURT,1100000.0,893.41,JALAN MASJID,Resale,Strata,Apartment,1.0,14.0,Outside Central Region,train,23,2,1,5,1,9999,0,9999,0,0.0,0,0,0,1,0.8660254037844386,0.5000000000000001
TREESCAPE,1330000.0,1011.82,LORONG N TELOK KURAU,Resale,Strata,Apartment,1.0,15.0,Outside Central Region,train,22,7,1,5,1,9999,0,9999,0,0.0,0,0,0,3,-0.4999999999999998,-0.8660254037844388
YISHUN SAPPHIRE,1188000.0,1184.04,CANBERRA DRIVE,Resale,Strata,Condominium,1.0,27.0,Outside Central Region,train,23,8,11,15,0,99,1998,74,25,0.25252525252525254,2,0,0,3,-0.8660254037844384,-0.5000000000000004
THE CORNWALL,4480000.0,2551.07,CORNWALL GARDENS,Resale,Strata,Condominium,1.0,10.0,Core Central Region,train,24,10,1,5,1,9999,0,9999,0,0.0,0,1,0,4,-0.8660254037844386,0.5000000000000001
AIRSTREAM,680000.0,495.14,ST. MICHAEL'S ROAD,Resale,Strata,Apartment,1.0,12.0,Rest of Central Region,train,21,8,1,5,1,9999,0,9999,0,0.0,0,0,0,3,-0.8660254037844384,-0.5000000000000004
BALLOTA PARK CONDOMINIUM,1698888.0,1829.88,MARIAM WAY,Resale,Strata,Condominium,1.0,17.0,Outside Central Region,train,23,12,1,5,1,9999,0,9999,0,0.0,0,0,0,4,-2.4492935982947064e-16,1.0
RIVER ISLES,1400000.0,1076.4,EDGEDALE PLAINS,Resale,Strata,Condominium,1.0,19.0,Outside Central Region,train,23,12,11,15,0,99,2012,88,11,0.1111111111111111,1,0,0,4,-2.4492935982947064e-16,1.0
RIVERWALK APARTMENTS,2525000.0,1614.6,UPPER CIRCULAR ROAD,Resale,Strata,Apartment,1.0,1.0,Rest of Central Region,train,24,5,16,20,0,99,1980,55,44,0.4444444444444444,3,0,0,2,0.49999999999999994,-0.8660254037844387
THE RESERVE RESIDENCES,3034160.0,1162.51,JALAN ANAK BUKIT,New Sale,Strata,Apartment,1.0,21.0,Rest of Central Region,train,23,6,6,10,0,99,2021,97,2,0.020202020202020204,1,0,0,2,1.2246467991473532e-16,-1.0
NORWOOD GRAND,1283000.0,624.31,CHAMPIONS WAY,New Sale,Strata,Apartment,1.0,25.0,Outside Central Region,train,24,10,1,5,0,99,2023,98,1,0.010101010101010102,1,1,0,4,-0.8660254037844386,0.5000000000000001
NORMANTON PARK,2036000.0,1087.16,NORMANTON PARK,New Sale,Strata,Apartment,1.0,5.0,Rest of Central Region,train,22,7,11,15,0,99,2019,96,3,0.030303030303030304,1,0,0,3,-0.4999999999999998,-0.8660254037844388
MORI,1456000.0,710.42,GUILLEMARD ROAD,New Sale,Strata,Apartment,1.0,14.0,Rest of Central Region,train,22,6,6,10,1,9999,0,9999,0,0.0,0,0,0,2,1.2246467991473532e-16,-1.0
THE TRE VER,1220000.0,624.31,POTONG PASIR AVENUE 1,Sub Sale,Strata,Condominium,1.0,13.0,Rest of Central Region,train,23,12,6,10,0,99,2018,94,5,0.050505050505050504,1,0,0,4,-2.4492935982947064e-16,1.0
SUMMERHILL,2448000.0,1603.84,HUME AVENUE,Resale,Strata,Condominium,1.0,21.0,Outside Central Region,train,22,3,6,10,1,9999,0,9999,0,0.0,0,0,0,1,1.0,6.123233995736766e-17
HYLL ON HOLLAND,1599300.0,656.6,HOLLAND ROAD,New Sale,Strata,Condominium,1.0,10.0,Core Central Region,train,21,10,6,10,1,9999,0,9999,0,0.0,0,1,0,4,-0.8660254037844386,0.5000000000000001
ONE PEARL BANK,1984000.0,742.72,PEARL BANK,New Sale,Strata,Apartment,1.0,3.0,Rest of Central Region,train,21,5,36,40,0,99,2019,97,2,0.020202020202020204,1,0,0,2,0.49999999999999994,-0.8660254037844387
THE CREEK @ BUKIT,2000000.0,1119.46,TOH TUCK ROAD,Resale,Strata,Condominium,1.0,21.0,Rest of Central Region,train,23,8,1,5,1,9999,0,9999,0,0.0,0,0,0,3,-0.8660254037844384,-0.5000000000000004
KERRISDALE,1710000.0,1259.39,STURDEE ROAD,Resale,Strata,Condominium,1.0,8.0,Rest of Central Region,train,22,9,11,15,0,99,1998,75,24,0.24242424242424243,2,0,0,3,-1.0,-1.8369701987210297e-16
D'LEEDON,2018000.0,1162.51,LEEDON HEIGHTS,Resale,Strata,Condominium,1.0,10.0,Core Central Region,train,21,8,6,10,0,99,2010,88,11,0.1111111111111111,1,0,0,3,-0.8660254037844384,-0.5000000000000004
WATERFRONT WAVES,2500000.0,1517.72,BEDOK RESERVOIR ROAD,Resale,Strata,Condominium,1.0,16.0,Outside Central Region,train,24,5,11,15,0,99,2007,82,17,0.1717171717171717,1,0,0,2,0.49999999999999994,-0.8660254037844387
INFINI AT EAST COAST,2073000.0,1065.64,EAST COAST ROAD,New Sale,Strata,Apartment,1.0,15.0,Outside Central Region,train,22,1,1,5,1,9999,0,9999,0,0.0,0,0,0,1,0.49999999999999994,0.8660254037844387
AMBER PARK,3304000.0,1302.44,AMBER GARDENS,New Sale,Strata,Condominium,1.0,15.0,Rest of Central Region,train,22,5,11,15,1,9999,0,9999,0,0.0,0,0,0,2,0.49999999999999994,-0.8660254037844387
MORI,1373000.0,710.42,GUILLEMARD ROAD,New Sale,Strata,Apartment,1.0,14.0,Rest of Central Region,train,22,5,1,5,1,9999,0,9999,0,0.0,0,0,0,2,0.49999999999999994,-0.8660254037844387
THE ANTARES,1671550.0,882.65,MATTAR ROAD,New Sale,Strata,Apartment,1.0,14.0,Rest of Central Region,train,22,5,1,5,0,99,2018,95,4,0.04040404040404041,1,0,0,2,0.49999999999999994,-0.8660254037844387
SOUTHAVEN I,1200000.0,1119.46,HINDHEDE WALK,Resale,Strata,Condominium,1.0,21.0,Outside Central Region,train,23,5,1,5,0,99,1994,70,29,0.29292929292929293,2,0,0,2,0.49999999999999994,-0.8660254037844387
THE SOVEREIGN,6500000.0,2637.18,MEYER ROAD,Resale,Strata,Condominium,1.0,15.0,Rest of Central Region,train,23,11,6,10,1,9999,0,9999,0,0.0,0,1,1,4,-0.5000000000000004,0.8660254037844384
THE BOTANY AT DAIRY FARM,2587000.0,1291.68,DAIRY FARM WALK,New Sale,Strata,Condominium,1.0,23.0,Outside Central Region,train,24,6,6,10,0,99,2022,97,2,0.020202020202020204,1,0,0,2,1.2246467991473532e-16,-1.0
ONE PEARL BANK,2020000.0,839.59,PEARL BANK,New Sale,Strata,Apartment,1.0,3.0,Rest of Central Region,train,22,3,16,20,0,99,2019,96,3,0.030303030303030304,1,0,0,1,1.0,6.123233995736766e-17
WATERFORD RESIDENCE,2300000.0,1194.8,KIM YAM ROAD,Resale,Strata,Apartment,1.0,9.0,Core Central Region,train,22,5,1,5,0,999,1841,818,181,0.18118118118118118,1,0,0,2,0.49999999999999994,-0.8660254037844387
THE VIEW @ MEYER,2375000.0,1065.64,MEYER ROAD,Resale,Strata,Apartment,1.0,15.0,Rest of Central Region,train,24,2,1,5,1,9999,0,9999,0,0.0,0,0,0,1,0.8660254037844386,0.5000000000000001
THE VISION,1770000.0,1302.44,WEST COAST CRESCENT,Resale,Strata,Condominium,1.0,5.0,Outside Central Region,train,22,4,1,5,0,99,2008,85,14,0.1414141414141414,1,0,0,2,0.8660254037844387,-0.49999999999999983
THE REEF AT KING'S DOCK,1493000.0,678.13,HARBOURFRONT AVENUE,New Sale,Strata,Condominium,1.0,4.0,Rest of Central Region,train,21,2,6,10,0,99,2021,99,0,0.0,1,0,0,1,0.8660254037844386,0.5000000000000001
CENTRAL VIEW,1288000.0,1216.33,HOUGANG STREET 11,Resale,Strata,Condominium,1.0,19.0,Outside Central Region,train,23,1,11,15,0,99,1998,74,25,0.25252525252525254,2,0,0,1,0.49999999999999994,0.8660254037844387
THE GARDENS AT BISHAN,1515000.0,882.65,SIN MING WALK,Resale,Strata,Condominium,1.0,20.0,Rest of Central Region,train,24,9,16,20,0,99,1997,72,27,0.2727272727272727,2,0,0,3,-1.0,-1.8369701987210297e-16
ENCHANTÉ,5520000.0,1700.71,EVELYN ROAD,New Sale,Strata,Apartment,1.0,11.0,Core Central Region,train,24,2,16,20,1,9999,0,9999,0,0.0,0,0,0,1,0.8660254037844386,0.5000000000000001
LAKEHOLMZ,1230000.0,1033.34,CORPORATION ROAD,Resale,Strata,Condominium,1.0,22.0,Outside Central Region,train,24,6,1,5,0,99,2001,76,23,0.23232323232323232,2,0,0,2,1.2246467991473532e-16,-1.0
ADRIA,2500000.0,1485.43,DERBYSHIRE ROAD,Resale,Strata,Apartment,1.0,11.0,Core Central Region,train,21,1,16,20,1,9999,0,9999,0,0.0,0,0,0,1,0.49999999999999994,0.8660254037844387
NORMANTON PARK,1203935.0,667.37,NORMANTON PARK,New Sale,Strata,Apartment,1.0,5.0,Rest of Central Region,train,21,4,6,10,0,99,2019,97,2,0.020202020202020204,1,0,0,2,0.8660254037844387,-0.49999999999999983
MAYFAIR GARDENS,1155330.0,570.49,RIFLE RANGE ROAD,New Sale,Strata,Condominium,1.0,21.0,Rest of Central Region,train,20,11,1,5,0,99,2018,97,2,0.020202020202020204,1,1,1,4,-0.5000000000000004,0.8660254037844384
WATERFRONT KEY,1500000.0,1474.67,BEDOK RESERVOIR ROAD,Resale,Strata,Condominium,1.0,16.0,Outside Central Region,train,21,3,1,5,0,99,2007,85,14,0.1414141414141414,1,0,0,1,1.0,6.123233995736766e-17
ATTITUDE AT KIM YAM,730000.0,333.68,KIM YAM ROAD,Resale,Strata,Apartment,1.0,9.0,Core Central Region,train,21,4,1,5,0,999,1841,819,180,0.18018018018018017,1,0,0,2,0.8660254037844387,-0.49999999999999983
PARC RIVIERA,1580000.0,1184.04,WEST COAST VALE,Resale,Strata,Condominium,1.0,5.0,Outside Central Region,train,21,9,16,20,0,99,2015,93,6,0.06060606060606061,1,0,0,3,-1.0,-1.8369701987210297e-16
COMMONWEALTH TOWERS,900000.0,462.85,COMMONWEALTH AVENUE,Resale,Strata,Condominium,1.0,3.0,Rest of Central Region,train,22,6,11,15,0,99,2013,90,9,0.09090909090909091,1,0,0,2,1.2246467991473532e-16,-1.0
VAN HOLLAND,2395074.0,775.01,HOLLAND ROAD,New Sale,Strata,Condominium,1.0,10.0,Core Central Region,train,21,11,1,5,1,9999,0,9999,0,0.0,0,1,1,4,-0.5000000000000004,0.8660254037844384
TRILIVE,1575000.0,904.18,TAMPINES ROAD,Resale,Strata,Condominium,1.0,19.0,Outside Central Region,train,23,9,6,10,1,9999,0,9999,0,0.0,0,0,0,3,-1.0,-1.8369701987210297e-16
ASCENTIA SKY,4600000.0,2561.83,ALEXANDRA VIEW,Resale,Strata,Condominium,1.0,3.0,Rest of Central Region,train,22,12,41,45,0,99,2008,85,14,0.1414141414141414,1,0,0,4,-2.4492935982947064e-16,1.0
TRE RESIDENCES,1500000.0,947.23,GEYLANG EAST AVENUE 1,Resale,Strata,Condominium,1.0,14.0,Rest of Central Region,train,21,10,11,15,0,99,2014,92,7,0.0707070707070707,1,1,0,4,-0.8660254037844386,0.5000000000000001
SPOTTISWOODE PARK,1150000.0,1334.74,SPOTTISWOODE PARK ROAD,Resale,Strata,Apartment,1.0,2.0,Rest of Central Region,train,24,1,1,5,0,85,1990,51,34,0.4,3,0,0,1,0.49999999999999994,0.8660254037844387
LENTOR MODERN,1522125.0,731.95,LENTOR CENTRAL,New Sale,Strata,Apartment,1.0,26.0,Outside Central Region,train,22,9,11,15,0,99,2021,98,1,0.010101010101010102,1,0,0,3,-1.0,-1.8369701987210297e-16
THE SIENA,1750000.0,979.52,TAN KIM CHENG ROAD,Resale,Strata,Apartment,1.0,10.0,Core Central Region,train,23,11,1,5,0,99,2013,89,10,0.10101010101010101,1,1,1,4,-0.5000000000000004,0.8660254037844384
LUCIDA,5000000.0,3853.51,SUFFOLK ROAD,Resale,Strata,Apartment,1.0,11.0,Core Central Region,train,22,7,21,25,1,9999,0,9999,0,0.0,0,0,0,3,-0.4999999999999998,-0.8660254037844388
CASTLE GREEN,1185000.0,947.23,YIO CHU KANG ROAD,Resale,Strata,Condominium,1.0,26.0,Outside Central Region,train,24,7,1,5,0,99,1993,68,31,0.31313131313131315,2,0,0,3,-0.4999999999999998,-0.8660254037844388
PARK COLONIAL,2020000.0,979.52,WOODLEIGH LANE,Resale,Strata,Condominium,1.0,13.0,Rest of Central Region,train,23,5,1,5,0,99,2017,93,6,0.06060606060606061,1,0,0,2,0.49999999999999994,-0.8660254037844387
ONE PEARL BANK,3100000.0,1097.93,PEARL BANK,New Sale,Strata,Apartment,1.0,3.0,Rest of Central Region,train,23,8,26,30,0,99,2019,95,4,0.04040404040404041,1,0,0,3,-0.8660254037844384,-0.5000000000000004
D'SUNRISE,1010000.0,667.37,JOO CHIAT LANE,Resale,Strata,Apartment,1.0,15.0,Rest of Central Region,train,23,9,1,5,1,9999,0,9999,0,0.0,0,0,0,3,-1.0,-1.8369701987210297e-16
THE TRILINQ,1635000.0,914.94,JALAN LEMPENG,Resale,Strata,Condominium,1.0,5.0,Outside Central Region,train,23,12,1,5,0,99,2012,88,11,0.1111111111111111,1,0,0,4,-2.4492935982947064e-16,1.0
PARC ESTA,1290000.0,581.26,SIMS AVENUE,Sub Sale,Strata,Apartment,1.0,14.0,Rest of Central Region,train,23,3,6,10,0,99,2018,94,5,0.050505050505050504,1,0,0,1,1.0,6.123233995736766e-17
TREE HOUSE,2032500.0,1410.08,CHESTNUT AVENUE,Resale,Strata,Condominium,1.0,23.0,Outside Central Region,train,23,3,11,15,0,99,2009,85,14,0.1414141414141414,1,0,0,1,1.0,6.123233995736766e-17
THE ANSLEY,2530000.0,1302.44,MANDALAY ROAD,Resale,Strata,Condominium,1.0,11.0,Core Central Region,train,24,9,21,25,1,9999,0,9999,0,0.0,0,0,0,3,-1.0,-1.8369701987210297e-16
RIVERSAILS,2300000.0,2400.37,UPPER SERANGOON CRESCENT,Resale,Strata,Condominium,1.0,19.0,Outside Central Region,train,21,7,16,20,0,99,2011,89,10,0.10101010101010101,1,0,0,3,-0.4999999999999998,-0.8660254037844388
ONE EIGHTIES RESIDENCES,1500000.0,828.83,JOO CHIAT TERRACE,Resale,Strata,Apartment,1.0,15.0,Rest of Central Region,train,22,11,1,5,1,9999,0,9999,0,0.0,0,1,1,4,-0.5000000000000004,0.8660254037844384
STARVILLE,1688000.0,1216.33,LENGKONG TIGA,Resale,Strata,Condominium,1.0,14.0,Outside Central Region,train,24,11,1,5,1,9999,0,9999,0,0.0,0,1,1,4,-0.5000000000000004,0.8660254037844384
TREASURE AT TAMPINES,1728000.0,1087.16,TAMPINES LANE,Resale,Strata,Condominium,1.0,18.0,Outside Central Region,train,24,4,1,5,0,99,2018,93,6,0.06060606060606061,1,0,0,2,0.8660254037844387,-0.49999999999999983
TEMBELING CENTRE,1635000.0,1323.97,TEMBELING ROAD,Resale,Strata,Apartment,1.0,15.0,Rest of Central Region,train,22,3,1,5,1,9999,0,9999,0,0.0,0,0,0,1,1.0,6.123233995736766e-17
LIV @ MB,2886000.0,1205.57,ARTHUR ROAD,New Sale,Strata,Condominium,1.0,15.0,Rest of Central Region,train,23,7,1,5,0,99,2021,97,2,0.020202020202020204,1,0,0,3,-0.4999999999999998,-0.8660254037844388
LIVIA,960000.0,914.94,PASIR RIS GROVE,Resale,Strata,Condominium,1.0,18.0,Outside Central Region,train,22,4,1,5,0,99,2008,85,14,0.1414141414141414,1,0,0,2,0.8660254037844387,-0.49999999999999983
YISHUN SAPPHIRE,1275000.0,1431.61,CANBERRA DRIVE,Resale,Strata,Condominium,1.0,27.0,Outside Central Region,train,22,3,1,5,0,99,1998,75,24,0.24242424242424243,2,0,0,1,1.0,6.123233995736766e-17
PARC OLYMPIA,888000.0,796.54,FLORA DRIVE,Resale,Strata,Condominium,1.0,17.0,Outside Central Region,train,22,11,1,5,0,99,2012,89,10,0.10101010101010101,1,1,1,4,-0.5000000000000004,0.8660254037844384
TREASURE AT TAMPINES,965000.0,592.02,TAMPINES LANE,Sub Sale,Strata,Condominium,1.0,18.0,Outside Central Region,train,23,12,6,10,0,99,2018,94,5,0.050505050505050504,1,0,0,4,-2.4492935982947064e-16,1.0
THE ANTARES,943860.0,602.78,MATTAR ROAD,New Sale,Strata,Apartment,1.0,14.0,Rest of Central Region,train,20,11,1,5,0,99,2018,97,2,0.020202020202020204,1,1,1,4,-0.5000000000000004,0.8660254037844384
NESS,718000.0,462.85,LORONG 32 GEYLANG,Resale,Strata,Apartment,1.0,14.0,Rest of Central Region,train,23,11,1,5,1,9999,0,9999,0,0.0,0,1,1,4,-0.5000000000000004,0.8660254037844384
TRIBECA,4300000.0,1765.3,KIM SENG ROAD,Resale,Strata,Condominium,1.0,9.0,Core Central Region,train,23,6,11,15,1,9999,0,9999,0,0.0,0,0,0,2,1.2246467991473532e-16,-1.0
A TREASURE TROVE,1720000.0,1205.57,PUNGGOL WALK,Resale,Strata,Condominium,1.0,19.0,Outside Central Region,train,23,5,1,5,0,99,2011,87,12,0.12121212121212122,1,0,0,2,0.49999999999999994,-0.8660254037844387
HILLOCK GREEN,1449000.0,656.6,LENTOR CENTRAL,New Sale,Strata,Apartment,1.0,26.0,Outside Central Region,train,23,11,11,15,0,99,2022,98,1,0.010101010101010102,1,1,1,4,-0.5000000000000004,0.8660254037844384
STARS OF KOVAN,860000.0,516.67,UPPER SERANGOON ROAD,Resale,Strata,Apartment,1.0,19.0,Outside Central Region,train,21,8,6,10,0,99,2015,93,6,0.06060606060606061,1,0,0,3,-0.8660254037844384,-0.5000000000000004
SENNETT RESIDENCE,865000.0,505.91,PHENG GECK AVENUE,Resale,Strata,Condominium,1.0,13.0,Rest of Central Region,train,22,10,1,5,0,99,2011,88,11,0.1111111111111111,1,1,0,4,-0.8660254037844386,0.5000000000000001
PARC KOMO,2793960.0,1808.35,UPPER CHANGI ROAD NORTH,New Sale,Strata,Apartment,1.0,17.0,Outside Central Region,train,21,11,1,5,1,9999,0,9999,0,0.0,0,1,1,4,-0.5000000000000004,0.8660254037844384
THE CLEMENT CANOPY,2038888.0,1345.5,CLEMENTI AVENUE 1,Resale,Strata,Apartment,1.0,5.0,Outside Central Region,train,21,8,11,15,0,99,2016,94,5,0.050505050505050504,1,0,0,3,-0.8660254037844384,-0.5000000000000004
PALM ISLES,1300000.0,1119.46,FLORA DRIVE,Resale,Strata,Condominium,1.0,17.0,Outside Central Region,train,23,12,1,5,0,99,2011,87,12,0.12121212121212122,1,0,0,4,-2.4492935982947064e-16,1.0
THE FLORENCE RESIDENCES,1230000.0,721.19,HOUGANG AVENUE 2,Sub Sale,Strata,Apartment,1.0,19.0,Outside Central Region,train,24,4,1,5,0,99,2018,93,6,0.06060606060606061,1,0,0,2,0.8660254037844387,-0.49999999999999983
THE SUNSHINE,1350000.0,1237.86,SUNSHINE TERRACE,Resale,Strata,Apartment,1.0,19.0,Outside Central Region,train,21,5,6,10,1,9999,0,9999,0,0.0,0,0,0,2,0.49999999999999994,-0.8660254037844387
KINGSFORD WATERBAY,875000.0,678.13,UPPER SERANGOON VIEW,Resale,Strata,Apartment,1.0,19.0,Outside Central Region,train,21,5,6,10,0,99,2014,92,7,0.0707070707070707,1,0,0,2,0.49999999999999994,-0.8660254037844387
WHITESCAPE,1490000.0,1356.26,LORONG N TELOK KURAU,Resale,Strata,Apartment,1.0,15.0,Outside Central Region,train,21,10,1,5,1,9999,0,9999,0,0.0,0,1,0,4,-0.8660254037844386,0.5000000000000001
FLORIDIAN,3608000.0,1657.66,BUKIT TIMAH ROAD,Resale,Strata,Condominium,1.0,21.0,Rest of Central Region,train,22,7,1,5,1,9999,0,9999,0,0.0,0,0,0,3,-0.4999999999999998,-0.8660254037844388
SIMS URBAN OASIS,765000.0,441.32,SIMS DRIVE,Resale,Strata,Condominium,1.0,14.0,Rest of Central Region,train,22,4,6,10,0,99,2014,91,8,0.08080808080808081,1,0,0,2,0.8660254037844387,-0.49999999999999983
GRANDEUR PARK RESIDENCES,894000.0,548.96,BEDOK SOUTH AVENUE 3,New Sale,Strata,Condominium,1.0,16.0,Outside Central Region,train,20,8,1,5,0,99,2016,95,4,0.04040404040404041,1,0,0,3,-0.8660254037844384,-0.5000000000000004
ESPADA,1230000.0,559.73,ST. THOMAS WALK,Resale,Strata,Apartment,1.0,9.0,Core Central Region,train,21,10,21,25,1,9999,0,9999,0,0.0,0,1,0,4,-0.8660254037844386,0.5000000000000001
UNION SQUARE RESIDENCES,2376000.0,731.95,HAVELOCK ROAD,New Sale,Strata,Apartment,1.0,1.0,Rest of Central Region,train,24,11,21,25,0,99,2024,99,0,0.0,1,1,1,4,-0.5000000000000004,0.8660254037844384
PARVIS,3750000.0,2260.44,HOLLAND HILL,Resale,Strata,Condominium,1.0,10.0,Core Central Region,train,20,8,1,5,1,9999,0,9999,0,0.0,0,0,0,3,-0.8660254037844384,-0.5000000000000004
SEASTRAND,1160000.0,1194.8,PASIR RIS LINK,Resale,Strata,Condominium,1.0,18.0,Outside Central Region,train,21,1,1,5,0,99,2011,89,10,0.10101010101010101,1,0,0,1,0.49999999999999994,0.8660254037844387
VIEW AT KISMIS,1041000.0,602.78,LORONG KISMIS,New Sale,Strata,Apartment,1.0,21.0,Rest of Central Region,train,21,1,1,5,0,99,2019,97,2,0.020202020202020204,1,0,0,1,0.49999999999999994,0.8660254037844387
THE WOODGROVE,820000.0,828.83,WOODGROVE DRIVE,Resale,Strata,Apartment,1.0,25.0,Outside Central Region,train,22,11,6,10,0,99,1996,73,26,0.26262626262626265,2,1,1,4,-0.5000000000000004,0.8660254037844384
